3.181818181818181657e+01 1.818181818181818343e+01 5.838931814090000394e-01 -7.958325830579999760e-01
3.000000000000000000e+01 2.000000000000000000e+01 -5.531145361839999719e-01 -7.976907993940000052e-01
3.181818181818181657e+01 1.818181818181818343e+01 -8.004425973309999831e-01 3.999800643590000204e-01
3.264491496008329818e+01 1.735508503991669471e+01 2.467069426549999759e-04 -5.195805902859999825e-02
3.000000000000000000e+01 2.000000000000000000e+01 -2.401413937249999875e-05 -7.996263649170000098e-01
3.000000000000000000e+01 2.000000000000000000e+01 5.858508558010000478e-01 -7.966429231989999860e-01
2.500000000000000000e+01 2.500000000000000000e+01 -1.420369371540000092e-01 7.996522218289999762e-01
3.333333333333333570e+01 1.666666666666666785e+01 -8.558754052799999630e-05 4.000231680649999899e-01
3.333333333333333570e+01 1.666666666666666785e+01 2.372649093420000146e-02 7.954390954079999521e-01
2.777777777777777857e+01 2.222222222222222143e+01 4.001392853810000205e-01 8.000058397199999449e-01
3.333333333333333570e+01 1.666666666666666785e+01 6.000708824470000202e-01 -8.342799368430000402e-05
2.637051039697542620e+01 2.362948960302457380e+01 3.771385864090000262e-02 7.932011207860000246e-01
3.333333333333333570e+01 1.666666666666666785e+01 -2.001338504290000042e-01 -3.999637648770000276e-01
2.980613893376413515e+01 2.019386106623586485e+01 -2.403696403469999902e-03 7.976616810100000121e-01
3.181818181818181657e+01 1.818181818181818343e+01 -4.002151108029999849e-01 -7.996974714119999827e-01
2.500000000000000000e+01 2.500000000000000000e+01 -7.693759170079999556e-05 -4.000619429519999826e-01
3.333333333333333570e+01 1.666666666666666785e+01 -4.213530744569999875e-01 -7.979936952939999939e-01
3.333333333333333570e+01 1.666666666666666785e+01 -2.796413082699999997e-01 7.987492576200000416e-01
2.500000000000000000e+01 2.500000000000000000e+01 -2.827254369029999855e-05 3.999723617150000021e-01
3.333333333333333570e+01 1.666666666666666785e+01 -5.510173586640000343e-01 -3.985431340989999960e-01
3.052959501557632649e+01 1.947040498442367706e+01 -3.961875478820000018e-01 -1.216262932169999977e-01
2.500000000000000000e+01 2.500000000000000000e+01 -1.419199080100000121e-01 -7.996589461619999506e-01
2.500000000000000000e+01 2.500000000000000000e+01 5.854216108809999763e-01 -3.991250948460000059e-01
3.181818181818181657e+01 1.818181818181818343e+01 1.403383383250000113e-04 -7.996046213059999630e-01
3.333333333333333570e+01 1.666666666666666785e+01 -5.509707265490000339e-01 3.984838941030000026e-01
3.333333333333333570e+01 1.666666666666666785e+01 5.782953510320000268e-01 3.978728503319999832e-01
2.500000000000000000e+01 2.500000000000000000e+01 4.359369878600000137e-01 -7.987987089060000212e-01
3.333333333333333570e+01 1.666666666666666785e+01 5.899152250500000472e-01 -3.975035080439999757e-01
2.500000000000000000e+01 2.500000000000000000e+01 5.882674353479999674e-01 3.987701177849999890e-01
2.500000000000000000e+01 2.500000000000000000e+01 -5.551969159399999798e-01 -3.993217318110000025e-01
2.586872586872586766e+01 2.413127413127412879e+01 -3.731440933469999943e-01 -2.816175292290000187e-01
3.333333333333333570e+01 1.666666666666666785e+01 1.437999183570000117e-01 7.994397798190000515e-01
2.500000000000000000e+01 2.500000000000000000e+01 1.440041768670000111e-01 7.996393320689999529e-01
3.333333333333333570e+01 1.666666666666666785e+01 -4.161961896829999841e-01 7.978946497469999732e-01
2.859589041095889783e+01 2.140410958904109151e+01 -6.578021782459999578e-01 3.103503229289999998e-01
3.181818181818181657e+01 1.818181818181818343e+01 4.000699746449999927e-01 7.998801709680000149e-01
2.500000000000000000e+01 2.500000000000000000e+01 -2.001980641240000136e-01 -4.000234328450000265e-01
3.000000000000000000e+01 2.000000000000000000e+01 -2.001410455640000030e-01 -7.996171535899999627e-01
2.777777777777777857e+01 2.222222222222222143e+01 -6.003435761119999547e-01 -7.997057740720000529e-01
2.777777777777777857e+01 2.222222222222222143e+01 2.973491143750000079e-02 -7.961098389299999800e-01
3.000000000000000000e+01 2.000000000000000000e+01 -7.892248635749999665e-05 4.001442992409999788e-01
3.000000000000000000e+01 2.000000000000000000e+01 5.996840991320000480e-01 7.998884469229999850e-01
3.181818181818181657e+01 1.818181818181818343e+01 3.351622427070000132e-02 -7.938505476870000299e-01
3.241294407316215853e+01 1.758705592683784857e+01 3.627497101389999812e-01 2.608592493610000229e-01
2.777777777777777857e+01 2.222222222222222143e+01 5.851669237790000366e-01 -7.973607521169999712e-01
2.500000000000000000e+01 2.500000000000000000e+01 -4.203041610759999935e-01 -7.991090442699999574e-01
2.971602434077079380e+01 2.028397565922920975e+01 6.244351529039999793e-01 -1.592670838899999941e-01
2.500000000000000000e+01 2.500000000000000000e+01 -6.004457386099999461e-01 3.999466557510000242e-01
3.333333333333333570e+01 1.666666666666666785e+01 4.001180241969999885e-01 -4.000656971529999995e-01
2.777777777777777857e+01 2.222222222222222143e+01 -5.524969738549999621e-01 7.981746502309999824e-01
2.503744383424862008e+01 2.496255616575137282e+01 -2.875340742110000028e-02 -5.982226609330000278e-01
3.181818181818181657e+01 1.818181818181818343e+01 2.018700333869999960e-04 3.998432286049999895e-01
3.092331171308660842e+01 1.907668828691339158e+01 2.913131132199999751e-01 -4.804033134819999940e-01
3.324396782841823494e+01 1.675603217158176861e+01 5.099458187690000255e-01 2.110380809859999929e-01
3.181818181818181657e+01 1.818181818181818343e+01 -8.006226556979999520e-01 -3.999705486730000259e-01
2.801231310466139135e+01 2.198768689533860865e+01 7.847422653770000367e-02 -3.509479854800000020e-01
2.732426303854875371e+01 2.267573696145124629e+01 -1.287006736630000037e-01 8.100694049999999924e-02
2.504990019960079906e+01 2.495009980039920094e+01 1.808048841980000043e-01 -3.060022972379999873e-01
3.333333333333333570e+01 1.666666666666666785e+01 4.352696751449999790e-01 -7.974469863259999736e-01
2.500000000000000000e+01 2.500000000000000000e+01 1.999085536569999988e-01 -4.000781273719999920e-01
3.162440279309077695e+01 1.837559720690922305e+01 5.595278690510000486e-01 -7.877638376650000218e-01
3.333333333333333570e+01 1.666666666666666785e+01 -6.004630161949999767e-01 8.229887194499999840e-05
2.500000000000000000e+01 2.500000000000000000e+01 -6.004197151340000538e-01 -3.999915672209999884e-01
3.305084745762711407e+01 1.694915254237287883e+01 5.305362989049999811e-01 -7.146742539960000418e-01
2.777777777777777857e+01 2.222222222222222143e+01 -2.508309785589999874e-05 -4.000964246350000031e-01
2.777777777777777857e+01 2.222222222222222143e+01 6.000733020490000014e-01 -7.997787277550000296e-01
2.777777777777777857e+01 2.222222222222222143e+01 -8.003802320980000218e-01 -3.999124852229999916e-01
2.586872586872586766e+01 2.413127413127412879e+01 1.290731705940000029e-02 -7.080440966240000300e-01
3.054474708171206032e+01 1.945525291828793613e+01 -7.390288248599999332e-02 3.589193894320000244e-01
2.500000000000000000e+01 2.500000000000000000e+01 3.240416970940000058e-02 3.981939631429999848e-01
3.333333333333333570e+01 1.666666666666666785e+01 1.480697232769999927e-01 3.446054010460000150e-01
2.576345128453708355e+01 2.423654871546292000e+01 4.144543187979999876e-01 -7.409479602320000469e-01
3.330550918196994559e+01 1.669449081803005086e+01 6.825095073839999860e-02 -7.017904329620000548e-01
3.181818181818181657e+01 1.818181818181818343e+01 2.001200989549999920e-01 -7.995963401150000260e-01
2.893850042122999255e+01 2.106149957877000745e+01 -8.463609111410000385e-02 -4.498654666310000216e-01
2.777777777777777857e+01 2.222222222222222143e+01 -4.001652245010000053e-01 7.999551508290000390e-01
2.500000000000000000e+01 2.500000000000000000e+01 4.389736631869999850e-01 7.985638799940000254e-01
3.333333333333333570e+01 1.666666666666666785e+01 -1.413972867570000014e-01 -7.993627214620000476e-01
2.849462365591397628e+01 2.150537634408602017e+01 1.427273053889999976e-01 7.808365780539999745e-01
2.500000000000000000e+01 2.500000000000000000e+01 2.919375278670000018e-02 -3.985040415330000085e-01
2.500000000000000000e+01 2.500000000000000000e+01 1.992964981910000204e-03 7.995294706900000214e-01
2.530864197530863891e+01 2.469135802469135754e+01 6.410863146740000129e-01 -7.215912902550000174e-01
3.329993319973280563e+01 1.670006680026720147e+01 -2.102364588020000022e-02 -1.343666720870000109e-01
2.777777777777777857e+01 2.222222222222222143e+01 3.629665071640000157e-02 7.953721392229999854e-01
2.507477567298105114e+01 2.492522432701894175e+01 -1.944668236509999870e-02 5.970202970700000389e-01
2.690531177829099363e+01 2.309468822170900637e+01 -6.121272225610000506e-01 -4.799599476260000275e-01
2.777777777777777857e+01 2.222222222222222143e+01 1.519196296019999909e-04 7.999924693759999927e-01
2.793468667255075033e+01 2.206531332744924967e+01 -1.423268316869999994e-01 4.955668746940000147e-01
3.181818181818181657e+01 1.818181818181818343e+01 6.001351293309999946e-01 -7.995944018320000346e-01
2.914059240717563171e+01 2.085940759282436119e+01 4.714989161029999876e-01 -2.771549684869999974e-01
3.010346199761241337e+01 1.989653800238758663e+01 3.976708123719999849e-02 7.863344018919999900e-01
3.295260825093760815e+01 1.704739174906239541e+01 -1.129345439579999971e-01 -3.504747498119999971e-01
3.271690286899412570e+01 1.728309713100587786e+01 -3.333634358909999817e-01 7.450751601809999514e-01
3.333333333333333570e+01 1.666666666666666785e+01 -1.412157373060000110e-01 7.993944230389999905e-01
2.974068071312804307e+01 2.025931928687196049e+01 3.221837775379999824e-01 3.745919522539999935e-01
2.897392767031118055e+01 2.102607232968881235e+01 1.241131202199999978e-02 4.010840875919999826e-01
3.181818181818181657e+01 1.818181818181818343e+01 7.668799163870000379e-01 7.544615301879999958e-01
3.253580160670625077e+01 1.746419839329374923e+01 4.918606962259999826e-01 6.430876222279999777e-01
3.278236914600550733e+01 1.721763085399448912e+01 -2.334186998159999971e-01 7.220858760120000275e-01
3.019017432646592880e+01 1.980982567353407120e+01 1.017291429060000058e-02 7.367464390610000136e-01
