1.080306767476441498e+00, 1.049020222351704223e+00, 1.029575988702232658e+00, 9.969695708856065597e-01, 1.056107938682995240e+00, 1.025892562654168394e+00, 1.022906722126733614e+00, 1.002436450521581479e+00, 1.114403913706834004e+00, 1.084132593110758824e+00, 1.038675694413554229e+00, 1.103941176023782056e+00, 1.069219717188172103e+00, 1.026971795274840726e+00, 1.016525806498644435e+00, 1.100271883217704971e+00, 1.022957646196733128e+00, 1.090778852579832758e+00, 1.015928165637371983e+00, 1.019756516692259751e+00, 1.016371607796025867e+00, 1.021871583940570760e+00, 9.937931934840249504e-01, 1.018862290932643688e+00, 1.078212681092109326e+00, 9.918457326623629777e-01, 9.993925937147372096e-01, 1.065624101230418841e+00, 1.037374492457211028e+00, 1.011500410101419334e+00, 1.000258145995507109e+00, 1.087375133346430767e+00, 9.949433214960425875e-01, 1.108614157097232322e+00, 1.112386950939868502e+00, 1.038035814163546622e+00, 9.967729050136893143e-01, 1.080390245820506356e+00, 1.037763724907014629e+00, 1.060677991781051155e+00, 1.024546406901179818e+00, 1.005430776623571720e+00, 1.022816291974024239e+00, 1.094358786530647887e+00, 1.030807791937357276e+00, 1.009034465770211719e+00, 1.052937830449824252e+00, 9.902325261100244358e-01, 1.053610216199766247e+00, 1.081225426240917109e+00, 1.047499725007101423e+00, 1.056598468573745064e+00, 1.058789638147549894e+00, 1.067988983122267088e+00, 1.029054173417649043e+00, 1.092355348538554649e+00, 9.975809501935555268e-01
1.103244244367332705e+00, 1.044449632378798176e+00, 1.010643006818566114e+00, 9.981979446017990032e-01, 1.003712045043574808e+00, 1.017857642003969554e+00, 1.029778391607119925e+00, 1.066390274534699145e+00, 1.039414931965058519e+00, 1.022115120238065611e+00, 1.029553636157485075e+00, 1.048667666558263933e+00, 1.020284987494900930e+00, 1.039897882499526194e+00, 1.081748277616669807e+00, 1.018432283283326800e+00, 1.040318018498453068e+00, 1.025726247505148070e+00, 1.024672911036295764e+00, 1.040937864149671821e+00, 1.028085994244807289e+00, 1.009786200912751397e+00, 9.960598321689733137e-01, 1.059973133129772593e+00, 1.050098415319264511e+00, 1.078344637160661312e+00, 9.933137711402149073e-01, 1.097166397545484839e+00, 1.062298884207484306e+00, 1.025316382476220367e+00, 1.101336304095317686e+00, 1.021004915917211209e+00, 1.082297605339448632e+00, 1.038227813660390630e+00, 1.018534645772592340e+00, 1.018308830626535766e+00, 1.042911773948235199e+00, 1.075525924945049505e+00, 1.014799815197780619e+00, 1.079412244871784443e+00, 1.038462638363076396e+00, 9.995883302842198948e-01, 9.944887386558883824e-01, 1.068984043924652294e+00, 9.987299521365405885e-01, 1.061068127115127435e+00, 1.048450948793718585e+00, 1.035294786050857008e+00, 1.056345454882894108e+00, 1.051872197535964615e+00, 1.016012591528827169e+00, 1.046905950976873223e+00, 1.016282419059715725e+00, 9.903175413793555704e-01, 1.017784840602722563e+00, 1.048123827410442521e+00, 9.946639464891656734e-01
1.033433877054992456e+00, 1.004531190996079681e+00, 9.934721736062599451e-01, 9.846063020661146581e-01, 1.048429263828726032e+00, 1.026722521894662732e+00, 1.040592855086698965e+00, 1.035843518059979651e+00, 1.047415987592817510e+00, 1.029433716827736767e+00, 1.107670446194367830e+00, 1.107757171970925825e+00, 1.049989825770673013e+00, 1.058265061733398182e+00, 1.069135254057135942e+00, 1.039494968602754588e+00, 1.033467138603522573e+00, 1.012209940547007081e+00, 1.001673115763757727e+00, 9.834196328248040464e-01, 1.015811408145061545e+00, 1.076716392790068921e+00, 1.011625881855468201e+00, 1.069979358108087641e+00, 1.003984420385448884e+00, 1.102929186972120723e+00, 1.066880762831144747e+00, 1.019942616427433890e+00, 1.033609347563835268e+00, 1.027161347428281912e+00, 1.083819568898674479e+00, 1.036754102686217260e+00, 1.080670806305110920e+00, 1.059814319522436765e+00, 9.947685298764925577e-01, 9.943672934438445576e-01, 1.000284874802216617e+00, 1.088246076392577200e+00, 1.078573463974414448e+00, 1.006790143094252521e+00, 1.019485067462412298e+00, 9.965623202089175514e-01, 1.028176501646729912e+00, 1.054457179828665714e+00, 1.025952415608835766e+00, 1.010690550241618357e+00, 1.011959348188192997e+00, 9.957645547413201959e-01, 1.107139581719170485e+00, 1.068792819223225443e+00, 1.044327609071957319e+00, 1.030576181984836248e+00, 1.070006506368903043e+00, 9.910288467031063142e-01, 1.104164189419336806e+00, 1.087672396324041335e+00, 1.067474125240849947e+00
1.096074489418740416e+00, 1.044771311899614252e+00, 1.016863761741616523e+00, 9.961316088924283552e-01, 1.033109296604316052e+00, 1.020761831783902007e+00, 1.037517696182286508e+00, 9.956901854401023488e-01, 1.069541605884975599e+00, 1.076449417042391055e+00, 1.106627656627309442e+00, 9.973457130542383586e-01, 9.836388155251876153e-01, 1.044290741373321341e+00, 1.026970725003320428e+00, 1.022112061228056534e+00, 1.103555192088936820e+00, 1.025182452177597403e+00, 1.016822144255209892e+00, 1.013426539993188102e+00, 1.014131739059256354e+00, 1.016713281583131456e+00, 1.000402679130689698e+00, 1.070959642584965898e+00, 1.069985988039805047e+00, 1.056656451297748767e+00, 1.018063091978048007e+00, 1.060353786993156744e+00, 1.063224214840577941e+00, 1.060417680417681252e+00, 1.090606097326137780e+00, 1.002866814431402132e+00, 1.042236246811264921e+00, 1.101553371562477679e+00, 1.054339602715920199e+00, 1.043194367303641679e+00, 1.080092985596972088e+00, 1.001419543133814427e+00, 1.049593056444494188e+00, 9.971432624365165198e-01, 1.009351755463222755e+00, 9.989501718249825801e-01, 1.015418973997233465e+00, 1.046371414987195436e+00, 1.081167497752621776e+00, 1.005216633159314421e+00, 1.048519527324232037e+00, 1.033426631323951073e+00, 1.001488280538873399e+00, 1.081976858826614540e+00, 1.014697571964949807e+00, 1.022454273567193317e+00, 1.081994537479781249e+00, 1.002934834409911824e+00, 1.041104916901768762e+00, 1.057721148260622135e+00, 1.013355771337437705e+00
1.109350388290796685e+00, 1.066755281280102441e+00, 1.043812160351266893e+00, 1.010807216514091778e+00, 1.020643286400051641e+00, 1.030954610245377268e+00, 1.043919133692306600e+00, 9.910556445293760008e-01, 1.028403431899391096e+00, 1.012800579955972502e+00, 1.083055861039986079e+00, 1.077506125704327244e+00, 9.943566887915918917e-01, 1.065160087283085311e+00, 1.082751261562337364e+00, 1.096052905586258008e+00, 1.020779659416807039e+00, 1.073010687024663179e+00, 1.047632747220407445e+00, 1.029347538308109877e+00, 1.025652819116127379e+00, 1.012838016232689098e+00, 9.809070827640316015e-01, 1.072449906233572836e+00, 1.063988688415889339e+00, 1.002584328263265379e+00, 1.028165471329428593e+00, 1.081813438812580408e+00, 1.071206064317811402e+00, 1.050542885061937604e+00, 1.086979513380072371e+00, 1.054635804409830291e+00, 1.068599086469171677e+00, 9.937570212123097990e-01, 1.077079070027724628e+00, 1.088510604883977440e+00, 1.049560905812888745e+00, 1.079519317073093232e+00, 1.017341141923299830e+00, 1.073786943650848036e+00, 1.037101340465388599e+00, 1.004138495241158724e+00, 1.002659876313178655e+00, 1.062233855315654285e+00, 1.011190746183534328e+00, 1.103916255421552028e+00, 1.067902423639027765e+00, 1.042669597502910328e+00, 1.031112204632047780e+00, 1.010069616769664336e+00, 1.039376184376350709e+00, 1.022408346755516728e+00, 1.021049857418532714e+00, 1.008887266002342242e+00, 1.049383429048132976e+00, 9.923549415845174249e-01, 1.072298925856133289e+00
1.046023707421839921e+00, 1.061618327613095936e+00, 1.086227218427433749e+00, 9.936053924453775998e-01, 1.073514590689583548e+00, 1.004613430363305193e+00, 1.053876149274697749e+00, 1.014181300373463435e+00, 1.051662326645813605e+00, 1.029322095888112631e+00, 1.018939020766649550e+00, 1.087543787429808173e+00, 1.012160492817694157e+00, 1.049340626421568334e+00, 1.085586990716877809e+00, 1.013189389296322851e+00, 1.096610647989074483e+00, 1.105211859477386316e+00, 1.062592127868742242e+00, 1.031291501189449233e+00, 1.034078910096026371e+00, 1.038730257894294740e+00, 9.913046222149408671e-01, 1.090425054073387745e+00, 9.900759736026554236e-01, 1.029566876623200011e+00, 1.017320174774556607e+00, 1.051442041062006671e+00, 1.056834239789131047e+00, 1.068288268109380601e+00, 1.035807730831765916e+00, 1.079319647552212658e+00, 1.049333225777887568e+00, 1.019561001249300602e+00, 1.084885384868108371e+00, 1.076203406120701533e+00, 1.079998995265725847e+00, 1.049424972851948246e+00, 9.960948580541554298e-01, 1.033052616981638305e+00, 1.008726448792898411e+00, 1.009096240947431555e+00, 1.040580558108445519e+00, 1.054529958874760531e+00, 1.019056798942816089e+00, 9.944517808847643803e-01, 1.103550442987503821e+00, 1.057945484347416976e+00, 9.965945601998513759e-01, 1.043317949855090854e+00, 1.007684025596690569e+00, 1.019559488077288467e+00, 1.090320479535694886e+00, 1.067935483730352075e+00, 9.985343224687340813e-01, 1.073733829984784727e+00, 1.020687888392717291e+00
1.065806869057573714e+00, 1.060691064052516008e+00, 1.077706628449576209e+00, 9.937480068504954689e-01, 1.054275287117065085e+00, 1.015843453814627706e+00, 1.036018491897140237e+00, 1.075826640261689393e+00, 1.004352359576133891e+00, 9.827139437394075694e-01, 1.026739716819905057e+00, 1.033958275128285198e+00, 9.964490646062156287e-01, 1.055649125073812034e+00, 1.019739591410516066e+00, 1.061832382872718084e+00, 1.015506585367851766e+00, 1.103847729013397005e+00, 1.052973232779402579e+00, 1.072001708350944993e+00, 1.077556001734613300e+00, 1.087873312380950308e+00, 9.971374946977895615e-01, 1.046732459635793866e+00, 1.103753955574137580e+00, 1.095539762695374453e+00, 1.026129723645648584e+00, 1.067369891899594636e+00, 1.037367464159052011e+00, 1.002738873262134067e+00, 1.020567881564103718e+00, 1.005297238739316423e+00, 1.060741386841923983e+00, 1.105882241817825573e+00, 1.068196706656975303e+00, 1.002134839636161345e+00, 1.064263231279782618e+00, 1.038265333855270978e+00, 1.018268934805850012e+00, 1.031793462860177479e+00, 1.016568645312054153e+00, 9.978901778023187008e-01, 1.013930286391143021e+00, 1.087535885398996482e+00, 1.101622228057284048e+00, 1.032679914725473935e+00, 1.096950770719827384e+00, 1.079655502215883134e+00, 1.034711263090114297e+00, 1.012279234122689608e+00, 1.001829092809579880e+00, 1.059494522773477998e+00, 1.037503548803219822e+00, 1.007234483409962689e+00, 1.082735568309640461e+00, 1.027284561792755513e+00, 1.094658279093203124e+00
1.035774717080444551e+00, 1.041254492645063534e+00, 1.057531849885026798e+00, 9.994702201715709444e-01, 1.076380325373039293e+00, 1.004529652854600164e+00, 1.034297712277309822e+00, 1.017188702228267738e+00, 1.100130375329127164e+00, 1.086470255673268603e+00, 1.071807487566556638e+00, 1.053500371242407141e+00, 1.035853762984406234e+00, 1.029298098527696270e+00, 1.024925227441122244e+00, 1.076078021906493820e+00, 1.014630321440024519e+00, 1.070332251975598892e+00, 1.044967233712591703e+00, 1.014938400871118862e+00, 1.046244676422263042e+00, 1.094195871097662920e+00, 9.947850942911184990e-01, 1.021399465384389416e+00, 1.061751271214384396e+00, 1.045286290552910557e+00, 1.012363455873145579e+00, 1.040092099457028629e+00, 1.058782284187109957e+00, 1.061509971913687789e+00, 1.043450072393401484e+00, 1.032869688254145712e+00, 1.069783819895031796e+00, 1.057457998532314258e+00, 1.028375549466492789e+00, 1.020732612129398698e+00, 1.000167414043399594e+00, 1.068025631618796600e+00, 1.028804877200763190e+00, 1.009036497882255690e+00, 1.009973533685965652e+00, 1.000802520558808695e+00, 1.035455096900976812e+00, 9.996360356057735208e-01, 1.002763774124297180e+00, 1.037319654501646538e+00, 1.075331186532898720e+00, 1.051594402872462641e+00, 1.015402437123932744e+00, 1.082328800020783133e+00, 1.014976927206056478e+00, 1.034577476077522373e+00, 1.078051201614699472e+00, 1.006740802027379145e+00, 1.057311421614099523e+00, 1.028499791285017118e+00, 1.037073421546520047e+00
1.029540323517847522e+00, 1.010693781218185983e+00, 9.991099171301794923e-01, 1.002993559397365120e+00, 1.037372987831795657e+00, 1.000248467661986940e+00, 1.012944222698627383e+00, 9.956768239307683954e-01, 1.051027663413026669e+00, 1.049131975758373470e+00, 1.093150662750819402e+00, 1.061582096011418397e+00, 1.079925391930218082e+00, 9.962523512774993373e-01, 1.028580941528161707e+00, 1.029170683830329835e+00, 1.034279614779167522e+00, 1.060383242796674619e+00, 1.077372061430101446e+00, 1.046540945885364726e+00, 1.064934996314936599e+00, 1.085865026918143350e+00, 9.945965950372152031e-01, 1.021325588668113848e+00, 9.961881680843904796e-01, 1.091344448268262379e+00, 1.095485638892565117e+00, 1.038951178184728263e+00, 1.055320964046490451e+00, 1.062092880089415159e+00, 1.096691146127648731e+00, 1.094265186671645962e+00, 1.031118358383005251e+00, 1.053072970051561752e+00, 1.012731037807064194e+00, 1.068039149306340585e+00, 1.042382593227591192e+00, 1.105737249525663435e+00, 9.925153545472727989e-01, 1.047824573184538366e+00, 1.018930785478345147e+00, 1.001689160913446175e+00, 1.018105257356672233e+00, 1.023301782670186455e+00, 1.094209146258409815e+00, 1.043640363519824810e+00, 1.025035332057347093e+00, 1.009200054129317570e+00, 1.036033972339394538e+00, 9.967972791127857057e-01, 1.032717154814111638e+00, 1.000579577176488266e+00, 1.075869529107910783e+00, 9.917989099260570152e-01, 1.024546762983349568e+00, 1.089147228214538243e+00, 1.093550699540872362e+00
1.086627973408465841e+00, 1.034401297352921745e+00, 1.008015947853488914e+00, 9.940581866696769353e-01, 1.021677632987069373e+00, 1.047302781728328025e+00, 1.027475300464564256e+00, 1.039326806218298316e+00, 1.070421679602738374e+00, 1.055789169477357792e+00, 1.027204721756456385e+00, 1.026844464249598410e+00, 1.068769726882021320e+00, 1.006157208777447298e+00, 1.074936497909485977e+00, 1.078420042187376859e+00, 1.107429902377213615e+00, 1.006900341997214010e+00, 1.035178432767611012e+00, 1.023817191787782077e+00, 1.047817227614081137e+00, 1.089933850591756626e+00, 1.001068011406845537e+00, 1.021422647406191375e+00, 1.015683921203461626e+00, 1.020633838561762596e+00, 1.072357587836594073e+00, 1.011674226409148503e+00, 1.019870235874120734e+00, 1.017745825319304132e+00, 1.020217917415152886e+00, 1.049273602917547787e+00, 1.059495542298259929e+00, 1.080647541240307374e+00, 1.099327788579103071e+00, 1.092125505639311767e+00, 1.023129944105207967e+00, 1.013060669008477133e+00, 1.051508493173064496e+00, 1.071903706939580481e+00, 1.043213273719187928e+00, 1.000013006890621448e+00, 9.991522816598131795e-01, 1.050348916253641685e+00, 1.078197835395485304e+00, 1.098071008953340089e+00, 1.031551793462364142e+00, 1.016911923394457462e+00, 1.046801825596569202e+00, 1.069730014363889037e+00, 1.036955600863477045e+00, 1.010317268985262640e+00, 9.930418515372703148e-01, 1.006525983153868431e+00, 1.086607534931680163e+00, 1.040799307465069212e+00, 1.053778245404071612e+00
